Car Name,Distance,Owner,Fuel,Location,Drive,Type,car_age
Maruti S PRESSO,79019,1,CNG,MH-46,Manual,HatchBack,4
Hyundai Elite i20,68622,1,PETROL,KL-63,Manual,HatchBack,6
Maruti Alto 800,46288,3,PETROL,TN-58,Manual,HatchBack,9
Maruti Wagon R 1.0,48394,1,PETROL,KA-55,Manual,HatchBack,9
Maruti Celerio,70670,1,PETROL,DL-3C,Automatic,HatchBack,9
Hyundai GRAND I10 NIOS,45416,1,PETROL,TN-49,Manual,HatchBack,3
Maruti Alto 800,37785,1,PETROL,MP-04,Manual,HatchBack,8
Maruti Wagon R 1.0,82871,2,PETROL,UP-32,Manual,HatchBack,11
Maruti Baleno,34090,1,PETROL,MH-35,Manual,HatchBack,4
Hyundai GRAND I10 NIOS,11946,1,CNG,UP-14,Manual,HatchBack,3
Hyundai i10,54998,1,PETROL,KA-51,Manual,HatchBack,14
Maruti Ciaz,30440,2,PETROL,TN-14,Automatic,Sedan,6
Maruti Ciaz,92668,1,CNG,DL-10,Automatic,Sedan,6
Ford Ecosport,90433,1,PETROL,MH-02,Manual,SUV,10
Hyundai Grand i10,54659,2,PETROL,KA-03,Automatic,HatchBack,8
Renault Kwid,69198,1,PETROL,TS-15,Manual,HatchBack,8
Hyundai NEW SANTRO,49705,1,PETROL,GJ-01,Automatic,HatchBack,5
Maruti Swift,88509,2,DIESEL,KA-25,Manual,HatchBack,9
Maruti Dzire,49887,1,PETROL,DL-8C,Manual,Sedan,6
Maruti Wagon R 1.0,30978,1,PETROL,TS-09,Manual,HatchBack,8
Volkswagen Vento,18837,1,PETROL,MH-06,Automatic,Sedan,3
Maruti Baleno,51418,1,PETROL,MH-03,Automatic,HatchBack,7
Tata Harrier,28315,1,DIESEL,KA-05,Manual,SUV,5
Maruti Celerio,69720,1,CNG,MH-14,Manual,HatchBack,5
Maruti Dzire,76062,2,PETROL,DL-13,Manual,Sedan,7
Maruti BREZZA,15524,1,PETROL,TS-07,Automatic,SUV,2
Honda City,65143,1,PETROL,MH-03,Manual,Sedan,8
Maruti S PRESSO,13886,1,PETROL,PB-27,Manual,HatchBack,3
Hyundai i10,47325,1,PETROL,MH-12,Manual,HatchBack,11
Volkswagen TAIGUN,3686,1,PETROL,22-BH,Manual,SUV,2
Maruti Swift Dzire,9438,1,PETROL,HR-51,Automatic,Sedan,8
Hyundai Elite i20,46369,1,PETROL,KA-53,Manual,HatchBack,8
Datsun Redi Go,30685,2,PETROL,KA-51,Manual,HatchBack,6
Tata Hexa,10032,1,DIESEL,MH-03,Automatic,SUV,4
Maruti Celerio,37934,1,PETROL,HR-72,Manual,HatchBack,6
Maruti Vitara Brezza,89657,1,DIESEL,WB-02,Automatic,SUV,5
Tata Tiago,91033,1,PETROL,DL-1C,Manual,HatchBack,7
Hyundai Creta,82997,2,DIESEL,CH-01,Manual,SUV,9
KIA SELTOS,23979,1,PETROL,KA-01,Manual,SUV,4
Renault Kwid,31850,1,PETROL,RJ-28,Manual,HatchBack,5
Maruti Celerio,46679,1,PETROL,KA-02,Manual,HatchBack,2
Hyundai VENUE,50543,1,PETROL,UP-32,Manual,SUV,3
Hyundai Eon,68336,2,PETROL,TS-07,Manual,HatchBack,8
Maruti S Cross,40195,1,PETROL,RJ-13,Manual,SUV,4
Ford Ecosport,81297,1,PETROL,DL-8C,Manual,SUV,9
Maruti Dzire,63690,1,PETROL,GJ-01,Manual,Sedan,7
Maruti Wagon R 1.0,60221,2,PETROL,TN-30,Manual,HatchBack,6
Maruti Ciaz,59890,2,PETROL,HR-26,Manual,Sedan,9
Maruti Swift,37136,1,PETROL,DL-13,Manual,HatchBack,11
Hyundai Grand i10,82686,1,CNG,UP-14,Manual,HatchBack,6
Hyundai Elite i20,21333,1,PETROL,MH-04,Manual,HatchBack,6
Hyundai Grand i10,34488,1,PETROL,TS-13,Manual,HatchBack,8
Maruti Baleno,98059,1,PETROL,HR-29,Manual,HatchBack,8
Nissan MAGNITE,14740,1,PETROL,UP-16,Manual,SUV,3
Hyundai Grand i10,51987,1,PETROL,MH-02,Manual,HatchBack,11
Maruti Celerio,66387,2,PETROL,HR-26,Automatic,HatchBack,6
Toyota Etios Liva,78075,1,PETROL,WB-06,Manual,HatchBack,13
Nissan Micra Active,32366,1,PETROL,MH-49,Manual,HatchBack,7
Maruti Celerio,60292,1,CNG,MH-46,Manual,HatchBack,9
Mahindra XUV500,36847,1,DIESEL,KA-03,Manual,Lux_SUV,5
Hyundai Creta,24849,1,PETROL,HR-51,Manual,SUV,3
Maruti S PRESSO,45479,1,CNG,DL-8C,Manual,HatchBack,3
Renault Kwid,88979,1,PETROL,GJ-07,Manual,HatchBack,7
Hyundai Grand i10,41285,1,PETROL,DL-2C,Manual,HatchBack,8
Renault TRIBER,1675,1,PETROL,GJ-27,Manual,SUV,2
Maruti Wagon R 1.0,99368,2,CNG,MH-04,Manual,HatchBack,10
Maruti Swift Dzire,43806,1,CNG,HR-51,Manual,Sedan,12
Hyundai NEW SANTRO,22281,1,PETROL,PB-39,Manual,HatchBack,5
Maruti Ciaz,63411,2,PETROL,TN-22,Manual,Sedan,6
Maruti New Wagon-R,36518,1,CNG,DL-2C,Manual,HatchBack,4
Hyundai Verna,47609,1,PETROL,KA-01,Manual,Sedan,10
Honda City,19163,1,PETROL,PB-65,Automatic,Sedan,4
Maruti IGNIS,26207,1,PETROL,DL-8C,Manual,HatchBack,7
Renault Duster,28035,1,PETROL,MH-14,Manual,SUV,3
Honda WR-V,59266,1,DIESEL,HR-29,Manual,SUV,7
Hyundai VENUE,12234,1,PETROL,KA-53,Manual,SUV,5
Skoda Rapid,55601,1,PETROL,DL-10,Automatic,Sedan,4
Hyundai i20,43690,1,PETROL,DL-3C,Manual,HatchBack,12
Hyundai Santro Xing,63686,1,CNG,DL-9C,Manual,HatchBack,11
Maruti Dzire,79277,2,PETROL,DL-6C,Manual,Sedan,6
Maruti S Cross,27653,1,PETROL,TS-09,Automatic,SUV,4
Hyundai Grand i10,47118,1,PETROL,UP-78,Manual,HatchBack,8
Maruti Swift Dzire,50688,2,PETROL,MH-04,Manual,Sedan,11
Maruti Celerio,12190,1,PETROL,MH-01,Manual,HatchBack,7
Honda City,43028,2,PETROL,GJ-27,Manual,Sedan,8
Hyundai Verna,47036,3,PETROL,HR-26,Automatic,Sedan,11
Maruti Swift,45513,1,PETROL,KA-51,Manual,HatchBack,9
Maruti Alto 800,30073,1,PETROL,WB-24,Manual,HatchBack,9
Maruti Wagon R 1.0,91405,1,PETROL,AP-28,Manual,HatchBack,11
Honda Amaze,43774,1,PETROL,GJ-23,Manual,Sedan,5
Hyundai Elite i20,32667,1,PETROL,MH-03,Manual,HatchBack,4
Maruti Swift,15218,1,PETROL,PB-08,Manual,HatchBack,3
Hyundai GRAND I10 NIOS,76947,1,PETROL,TS-10,Automatic,HatchBack,5
Maruti Dzire,80281,1,PETROL,TN-10,Manual,Sedan,7
Hyundai Elite i20,84135,2,PETROL,MP-04,Manual,HatchBack,8
Hyundai Verna,56376,1,PETROL,KA-51,Manual,Sedan,5
Tata Tiago,38158,1,CNG,MH-12,Manual,HatchBack,2
Hyundai Grand i10,89381,1,CNG,DL-3C,Manual,HatchBack,5
Maruti New Wagon-R,15440,2,PETROL,WB-20,Automatic,HatchBack,4
Maruti Alto,23867,1,PETROL,UP-25,Manual,HatchBack,2
Honda City,54056,1,PETROL,TN-38,Manual,Sedan,8
Hyundai Creta,113371,1,DIESEL,TS-08,Manual,SUV,8
Maruti Swift,30866,1,PETROL,MH-43,Manual,HatchBack,7
Tata Tiago,61415,2,PETROL,KA-52,Manual,HatchBack,8
Maruti Wagon R 1.0,23885,1,PETROL,TN-68,Manual,HatchBack,7
Maruti Dzire,44270,2,PETROL,KA-51,Automatic,Sedan,7
Honda Amaze,61530,3,PETROL,MH-02,Manual,Sedan,6
Maruti Alto 800,24509,1,PETROL,UP-14,Manual,HatchBack,9
Hyundai Elite i20,17666,2,PETROL,WB-24,Manual,HatchBack,8
Maruti Baleno,36540,1,PETROL,WB-26,Manual,HatchBack,7
Maruti Alto 800,37811,1,PETROL,TS-09,Manual,HatchBack,6
Tata Tiago,12305,1,PETROL,MH-05,Automatic,HatchBack,3
Honda City,11406,1,PETROL,MH-12,Manual,Sedan,6
Maruti Dzire,60988,1,DIESEL,KA-41,Manual,Sedan,7
Maruti Celerio,87970,2,CNG,MH-46,Manual,HatchBack,10
Honda BR-V,10319,1,PETROL,DL-7C,Manual,SUV,5
KIA SELTOS,20357,1,PETROL,CH-01,Manual,SUV,4
Hyundai Elite i20,28696,1,PETROL,MH-05,Manual,HatchBack,7
Honda Jazz,60223,2,PETROL,KA-03,Automatic,HatchBack,8
Maruti Alto 800,59812,2,PETROL,KL-43,Manual,HatchBack,11
Maruti Alto,75591,1,CNG,KA-17,Manual,HatchBack,4
Hyundai i20,32679,2,PETROL,DL-3C,Manual,HatchBack,11
Maruti Alto K10,36627,1,PETROL,HR-03,Manual,HatchBack,9
Maruti Celerio,31599,1,PETROL,GJ-03,Manual,HatchBack,4
Maruti Ciaz,80010,2,PETROL,PB-70,Manual,Sedan,6
Hyundai New Elantra,42802,1,PETROL,GJ-06,Automatic,Lux_sedan,7
Maruti Swift,43342,2,DIESEL,HR-77,Manual,HatchBack,10
Hyundai Elite i20,116263,3,DIESEL,GJ-38,Manual,HatchBack,7
Honda Jazz,30505,1,PETROL,TN-14,Automatic,HatchBack,5
Hyundai Grand i10,74335,2,PETROL,GJ-01,Manual,HatchBack,8
Maruti Ciaz,122864,2,DIESEL,KA-02,Manual,Sedan,6
Volkswagen Polo,73545,1,PETROL,TS-15,Manual,HatchBack,4
Maruti Alto K10,89919,1,PETROL,KA-04,Manual,HatchBack,6
Honda WR-V,77767,2,PETROL,TN-10,Manual,SUV,6
Tata Tiago,13934,1,CNG,MH-14,Manual,HatchBack,2
Maruti S PRESSO,19126,1,CNG,MH-46,Manual,HatchBack,4
Maruti Alto 800,21047,1,PETROL,DL-3C,Manual,HatchBack,6
Maruti Celerio,86000,2,CNG,MH-01,Manual,HatchBack,7
Renault Kwid,46416,1,PETROL,KL-29,Manual,HatchBack,4
Maruti Wagon R 1.0,32594,2,PETROL,HR-87,Manual,HatchBack,6
Hyundai Grand i10,38709,1,PETROL,MH-14,Manual,HatchBack,10
Hyundai AURA,59897,1,PETROL,KA-05,Manual,Sedan,4
Renault Duster,85849,2,DIESEL,KA-53,Automatic,SUV,8
Maruti Alto 800,18047,1,PETROL,GJ-01,Manual,HatchBack,6
Renault Kwid,46710,1,PETROL,MH-14,Automatic,HatchBack,4
Maruti Wagon R 1.0,70732,1,PETROL,KA-50,Automatic,HatchBack,8
Maruti New Wagon-R,40767,1,CNG,UP-14,Manual,HatchBack,5
Maruti Swift,82830,2,PETROL,KA-05,Manual,HatchBack,13
Maruti Baleno,21868,2,PETROL,RJ-45,Manual,HatchBack,3
Hyundai i20,74743,2,PETROL,AP-28,Manual,HatchBack,11
Honda City,38491,1,PETROL,UP-16,Manual,Sedan,8
Maruti Dzire,93813,1,DIESEL,MH-47,Automatic,Sedan,5
Maruti Dzire,26983,1,PETROL,HR-26,Manual,Sedan,6
Maruti Swift,32679,2,PETROL,TN-07,Manual,HatchBack,5
Maruti Swift,42303,2,PETROL,TN-14,Manual,HatchBack,9
Hyundai Grand i10,40434,1,PETROL,PB-07,Manual,HatchBack,5
Maruti Wagon R 1.0,69523,1,PETROL,TS-07,Manual,HatchBack,6
Renault Kiger,9862,2,PETROL,RJ-18,Manual,HatchBack,3
Hyundai Creta,60956,1,PETROL,MH-01,Automatic,SUV,7
Honda City,15992,1,PETROL,TS-08,Manual,Sedan,3
Maruti S Cross,29648,2,PETROL,UP-16,Manual,SUV,4
Maruti Baleno,43237,1,PETROL,UP-32,Manual,HatchBack,5
Hyundai Grand i10,62639,2,DIESEL,TN-07,Manual,HatchBack,10
Maruti New Wagon-R,33652,1,CNG,DL-9C,Manual,HatchBack,3
Hyundai Elite i20,44165,2,PETROL,DL-4C,Manual,HatchBack,6
Hyundai Verna,94033,2,DIESEL,KA-19,Automatic,Sedan,9
Maruti Swift Dzire,83320,2,DIESEL,KA-03,Manual,Sedan,13
Maruti New Wagon-R,42154,1,PETROL,GJ-05,Manual,HatchBack,4
Maruti Ciaz,44220,2,PETROL,GJ-01,Automatic,Sedan,9
Maruti Alto,63515,1,CNG,RJ-05,Manual,HatchBack,5
Hyundai Eon,23518,2,PETROL,MH-02,Manual,HatchBack,10
Honda Brio,54288,1,PETROL,HR-51,Manual,HatchBack,12
Hyundai i20,95885,1,PETROL,MH-12,Manual,HatchBack,11
Maruti Swift,10991,1,PETROL,MH-05,Manual,HatchBack,7
Honda Amaze,55427,1,PETROL,DL-10,Manual,Sedan,7
Nissan Micra Active,47009,1,PETROL,TN-09,Manual,HatchBack,6
Maruti Wagon R 1.0,75047,1,PETROL,DL-1C,Manual,HatchBack,7
Hyundai i10,87568,1,PETROL,KL-54,Manual,HatchBack,13
Ford Ecosport,63357,1,DIESEL,UP-42,Manual,SUV,3
Mahindra XUV500,81120,1,DIESEL,KA-01,Manual,Lux_SUV,7
Toyota YARIS,44321,1,CNG,UP-32,Manual,Sedan,3
Maruti Vitara Brezza,26769,1,DIESEL,UP-32,Automatic,SUV,5
Maruti Alto,46607,1,PETROL,RJ-45,Manual,HatchBack,4
Maruti S Cross,19475,2,PETROL,HR-26,Automatic,SUV,4
Maruti Celerio,56150,1,PETROL,KA-05,Automatic,HatchBack,9
Honda Amaze,54034,1,PETROL,GJ-01,Manual,Sedan,5
Ford Ecosport,14241,1,PETROL,DL-10,Manual,SUV,7
Maruti Alto,53976,1,PETROL,TS-10,Manual,HatchBack,5
Maruti Alto 800,88047,1,PETROL,HR-14,Manual,HatchBack,9
Renault Kwid,55317,1,PETROL,TN-11,Manual,HatchBack,5
Hyundai Creta,47556,1,PETROL,DL-10,Manual,SUV,7
Toyota Corolla Altis,51848,2,DIESEL,HR-51,Manual,Lux_sedan,6
Mahindra Kuv100,90494,1,DIESEL,TN-14,Manual,SUV,8
Maruti Swift,73738,2,PETROL,DL-3C,Manual,HatchBack,13
Maruti Swift Dzire,58833,2,PETROL,KA-51,Manual,Sedan,10
Hyundai Elite i20,44946,1,PETROL,GJ-16,Manual,HatchBack,6
Maruti New Wagon-R,13642,1,PETROL,UP-78,Manual,HatchBack,2
Renault Kwid,30385,1,PETROL,HR-51,Manual,HatchBack,5
Tata Safari,30198,1,DIESEL,TS-15,Manual,SUV,3
KIA SELTOS,83004,1,PETROL,TN-23,Automatic,SUV,5
Maruti Baleno,80830,1,PETROL,KA-03,Manual,HatchBack,7
Maruti IGNIS,22244,1,PETROL,WB-08,Manual,HatchBack,3
Hyundai Eon,96763,1,PETROL,MH-02,Manual,HatchBack,11
Maruti Baleno,52716,2,PETROL,TS-08,Manual,HatchBack,6
Maruti Ritz,118173,2,DIESEL,AP-28,Manual,HatchBack,12
Hyundai Grand i10,17815,1,PETROL,DL-9C,Manual,HatchBack,7
Volkswagen Vento,26218,1,PETROL,HR-26,Automatic,Sedan,13
Maruti IGNIS,48405,1,PETROL,UP-72,Manual,HatchBack,7
Hyundai Eon,19450,1,PETROL,GJ-05,Manual,HatchBack,6
Volkswagen Vento,50500,2,PETROL,TN-02,Manual,Sedan,8
KIA SELTOS,21847,1,PETROL,UP-78,Manual,SUV,4
Honda WR-V,45978,2,DIESEL,TS-16,Manual,SUV,5
Maruti S PRESSO,10218,1,PETROL,KA-17,Manual,HatchBack,3
Honda WR-V,40959,1,PETROL,KA-05,Manual,SUV,7
Mahindra KUV 100 NXT,5337,1,PETROL,KA-53,Manual,SUV,5
Maruti Baleno,40380,1,CNG,HR-26,Automatic,HatchBack,3
Maruti IGNIS,59293,1,PETROL,HR-26,Automatic,HatchBack,7
Maruti Dzire,13324,1,PETROL,TN-58,Manual,Sedan,3
Hyundai Elite i20,115440,1,DIESEL,GJ-27,Manual,HatchBack,8
Hyundai Verna,79482,1,PETROL,KA-09,Manual,Sedan,12
Maruti Wagon R 1.0,45852,2,PETROL,TS-12,Manual,HatchBack,10
Volkswagen Ameo,45441,2,PETROL,MH-14,Manual,Sedan,5
Maruti Alto 800,99427,2,PETROL,KA-03,Manual,HatchBack,11
Maruti Celerio,7516,1,PETROL,WB-02,Manual,HatchBack,6
Maruti Baleno,60810,1,CNG,HR-87,Manual,HatchBack,4
Honda City,44164,1,PETROL,MH-12,Automatic,Sedan,12
Maruti Ciaz,70211,1,PETROL,MH-12,Manual,Sedan,6
Maruti Swift,78709,1,PETROL,DL-9C,Manual,HatchBack,9
Skoda Rapid,30761,1,PETROL,DL-10,Manual,Sedan,4
Honda City,26757,1,CNG,PB-27,Manual,Sedan,13
Honda Brio,77469,1,PETROL,TN-14,Automatic,HatchBack,10
Maruti Swift Dzire,53282,2,DIESEL,MH-14,Automatic,Sedan,9
Toyota YARIS,30460,1,PETROL,CH-01,Manual,Sedan,5
Maruti Baleno,19503,2,PETROL,HR-26,Manual,HatchBack,3
Maruti XL6,44809,1,PETROL,UP-32,Manual,SUV,2
Hyundai i20,91703,1,PETROL,AP-28,Manual,HatchBack,12
Ford Ecosport,76517,2,DIESEL,MH-03,Manual,SUV,10
Maruti Wagon R 1.0,49093,1,PETROL,PB-10,Manual,HatchBack,10
Maruti Baleno,20818,1,PETROL,RJ-18,Manual,HatchBack,5
KIA SELTOS,94998,1,DIESEL,KA-05,Automatic,SUV,4
Hyundai Tucson New,53047,2,PETROL,HR-26,Manual,Lux_SUV,7
Maruti Swift Dzire,62088,2,PETROL,TN-07,Manual,Sedan,11
Hyundai i20,72523,1,PETROL,HR-26,Manual,HatchBack,13
Maruti Ciaz,21284,1,PETROL,MH-03,Automatic,Sedan,2
Hyundai Xcent,41544,2,PETROL,WB-08,Manual,Sedan,9
Maruti Swift,34551,2,PETROL,DL-1C,Manual,HatchBack,10
Maruti Alto 800,32328,1,PETROL,TN-02,Manual,HatchBack,7
Tata NEXON,67271,1,DIESEL,KA-05,Manual,SUV,5
Maruti Baleno,67286,1,PETROL,HR-51,Manual,HatchBack,7
Honda Amaze,62072,2,DIESEL,MH-05,Manual,Sedan,8
Maruti Wagon R 1.0,61981,2,PETROL,MH-12,Automatic,HatchBack,8
Maruti Dzire,30303,1,PETROL,KA-03,Manual,Sedan,6
Hyundai AURA,98983,1,PETROL,TS-11,Automatic,Sedan,4
Hyundai Creta,95696,1,PETROL,DL-10,Manual,SUV,8
Hyundai Grand i10,28266,1,PETROL,TS-13,Manual,HatchBack,6
Maruti Dzire,43424,2,DIESEL,GJ-27,Manual,Sedan,6
Maruti Ciaz,27344,1,PETROL,HR-87,Manual,Sedan,4
Hyundai Elite i20,47753,2,PETROL,MH-46,Manual,HatchBack,9
Honda City,74493,2,DIESEL,MH-04,Manual,Sedan,10
Tata Tiago,53263,1,PETROL,HR-72,Manual,HatchBack,5
KIA SONET,70052,1,DIESEL,CH-01,Automatic,SUV,4
Hyundai NEW SANTRO,16502,1,PETROL,KA-14,Manual,HatchBack,3
Maruti Celerio X,82558,1,PETROL,RJ-45,Manual,HatchBack,6
Maruti Ciaz,84866,1,DIESEL,RJ-14,Manual,Sedan,7
Maruti Wagon R 1.0,76461,3,CNG,MH-46,Manual,HatchBack,10
Tata Tiago,29594,1,PETROL,TN-06,Automatic,HatchBack,7
Hyundai Creta,67621,1,PETROL,KA-03,Manual,SUV,8
Nissan MAGNITE,54526,1,PETROL,BR-06,Manual,SUV,3
Maruti Alto 800,48775,2,PETROL,KA-05,Manual,HatchBack,12
Maruti Wagon R 1.0,61195,2,PETROL,BR-31,Manual,HatchBack,12
Hyundai Santro Xing,60738,1,PETROL,KA-02,Manual,HatchBack,12
Datsun Go,30774,2,PETROL,KA-05,Manual,HatchBack,7
Honda City,48978,1,PETROL,UP-32,Manual,Sedan,6
Hyundai Creta,67437,2,PETROL,WB-02,Automatic,SUV,8
Maruti Wagon R 1.0,45675,1,PETROL,WB-26,Manual,HatchBack,8
Maruti Alto K10,21670,1,PETROL,DL-1C,Manual,HatchBack,10
Hyundai NEW SANTRO,27792,1,CNG,DL-8C,Manual,HatchBack,5
Maruti Wagon R 1.0,86967,1,PETROL,DL-3C,Manual,HatchBack,14
Volkswagen Ameo,19454,1,PETROL,MH-04,Automatic,Sedan,7
Hyundai i10,82055,1,PETROL,MH-12,Manual,HatchBack,13
Renault Kwid,16528,2,PETROL,MH-12,Manual,HatchBack,8
Maruti Baleno,27436,1,PETROL,TN-07,Manual,HatchBack,7
Maruti Wagon R 1.0,52685,1,CNG,MH-46,Manual,HatchBack,10
Renault Kiger,19142,1,PETROL,TN-85,Automatic,HatchBack,3
Hyundai Creta,58313,1,DIESEL,MH-47,Manual,SUV,9
Maruti Celerio X,63528,1,PETROL,TS-08,Automatic,HatchBack,6
Maruti Swift,48005,1,PETROL,UP-14,Manual,HatchBack,12
Maruti Alto K10,73344,3,PETROL,TS-02,Manual,HatchBack,8
Honda Jazz,70602,1,PETROL,KA-02,Automatic,HatchBack,7
Maruti Swift,105133,1,DIESEL,TS-07,Manual,HatchBack,7
Renault Kwid,52520,2,PETROL,KA-04,Automatic,HatchBack,7
Hyundai Eon,48407,1,PETROL,TN-43,Manual,HatchBack,10
Maruti Celerio X,23991,1,PETROL,MH-04,Manual,HatchBack,7
Maruti Dzire,16568,1,PETROL,HR-29,Automatic,Sedan,6
Hyundai Creta,71658,1,PETROL,DL-8C,Automatic,SUV,6
Maruti Celerio,3742,1,PETROL,UP-78,Manual,HatchBack,2
Hyundai Xcent,75360,1,PETROL,MH-49,Manual,Sedan,9
Hyundai Grand i10,46894,3,PETROL,KA-01,Manual,HatchBack,8
Maruti Celerio,23405,1,PETROL,TS-15,Manual,HatchBack,6
Maruti Swift Dzire,69690,1,PETROL,DL-12,Automatic,Sedan,9
Maruti Swift,55483,1,PETROL,DL-1C,Manual,HatchBack,6
Maruti New Wagon-R,17189,1,CNG,DL-3C,Manual,HatchBack,3
Maruti Swift,92389,2,DIESEL,AP-22,Manual,HatchBack,11
Hyundai Grand i10,35740,1,PETROL,MH-12,Manual,HatchBack,7
Nissan Micra Active,26274,1,PETROL,TN-07,Manual,HatchBack,5
Nissan MAGNITE,11850,1,PETROL,PB-27,Manual,SUV,2
Maruti Celerio,70689,1,PETROL,KL-40,Automatic,HatchBack,6
Maruti Baleno,36798,1,PETROL,HR-87,Manual,HatchBack,3
Maruti Alto K10,25928,1,PETROL,KA-05,Manual,HatchBack,13
Maruti S PRESSO,82366,1,CNG,GJ-05,Manual,HatchBack,4
Hyundai Creta,50947,1,PETROL,DL-3C,Manual,SUV,8
Maruti Celerio,96295,2,CNG,DL-6C,Automatic,HatchBack,9
Hyundai Elite i20,42849,1,PETROL,RJ-45,Manual,HatchBack,6
Datsun Redi Go,10724,1,PETROL,MH-01,Manual,HatchBack,8
Datsun Go Plus,44386,1,PETROL,TN-45,Manual,HatchBack,6
Renault TRIBER,25179,2,PETROL,KA-02,Manual,SUV,4
Mahindra XUV500,95338,1,DIESEL,UP-14,Manual,Lux_SUV,5
Renault Kwid,85831,1,PETROL,KL-22,Manual,HatchBack,7
Honda Amaze,94591,1,DIESEL,GJ-05,Manual,Sedan,10
Maruti Zen Estilo,91626,1,PETROL,KL-01,Manual,HatchBack,14
Hyundai ALCAZAR,22928,1,DIESEL,MH-04,Manual,SUV,3
Toyota YARIS,47140,2,PETROL,MH-01,Automatic,Sedan,6
Hyundai Verna,78994,1,PETROL,DL-9C,Manual,Sedan,6
Maruti Swift Dzire,66694,1,PETROL,DL-1C,Manual,Sedan,9
Renault Kiger,19706,2,PETROL,RJ-18,Manual,HatchBack,3
Hyundai VENUE,23797,2,DIESEL,DL-1C,Manual,SUV,5
Maruti Ciaz,110103,1,DIESEL,KA-05,Manual,Sedan,8
Renault TRIBER,10175,1,PETROL,WB-10,Manual,SUV,5
Honda City,45915,1,PETROL,MH-12,Manual,Sedan,7
Maruti Celerio,55847,1,PETROL,HR-20,Manual,HatchBack,6
Hyundai Elite i20,47045,1,PETROL,TN-20,Manual,HatchBack,8
Hyundai Elite i20,58583,1,PETROL,TS-07,Manual,HatchBack,9
Hyundai Elite i20,37701,1,PETROL,DL-1C,Manual,HatchBack,7
Hyundai Verna,95329,1,PETROL,RJ-45,Manual,Sedan,6
BMW 3 Series,153870,3,DIESEL,CH-01,Automatic,Lux_sedan,11
Hyundai Xcent,57000,1,PETROL,BR-01,Manual,Sedan,10
Maruti Ertiga,71877,2,PETROL,KA-25,Manual,SUV,9
Hyundai Elite i20,39839,1,PETROL,PB-10,Automatic,HatchBack,5
Volkswagen Vento,43119,2,PETROL,UP-16,Automatic,Sedan,6
Hyundai Xcent,58973,1,PETROL,BR-01,Manual,Sedan,5
Maruti Swift,61326,1,PETROL,DL-2C,Automatic,HatchBack,6
Maruti S PRESSO,11274,2,PETROL,UP-32,Manual,HatchBack,4
Maruti Baleno,74006,1,PETROL,WB-02,Manual,HatchBack,7
Hyundai NEW SANTRO,15869,1,PETROL,MH-40,Automatic,HatchBack,3
Hyundai Grand i10,39525,2,PETROL,HR-13,Manual,HatchBack,6
Renault Kwid,6624,1,PETROL,DL-12,Manual,HatchBack,2
Renault TRIBER,21801,1,PETROL,TN-40,Automatic,SUV,4
Maruti Alto 800,13626,2,CNG,MH-04,Manual,HatchBack,11
Hyundai i10,77569,1,PETROL,KA-41,Manual,HatchBack,9
Maruti S PRESSO,53587,2,CNG,MH-05,Manual,HatchBack,4
Maruti Swift,49578,1,PETROL,KA-41,Automatic,HatchBack,6
Hyundai AURA,41428,1,PETROL,KA-02,Automatic,Sedan,3
Maruti Ritz,72199,2,PETROL,DL-2C,Manual,HatchBack,14
Maruti S PRESSO,89221,1,CNG,DL-11,Manual,HatchBack,5
Maruti Swift,96391,1,DIESEL,TS-07,Manual,HatchBack,7
Maruti Celerio,30623,1,PETROL,TN-02,Automatic,HatchBack,7
Honda WR-V,93767,2,DIESEL,MH-27,Manual,SUV,7
Maruti Baleno,66609,1,PETROL,HR-26,Manual,HatchBack,7
Mahindra Thar,9087,1,PETROL,GJ-01,Automatic,SUV,3
Ford Ecosport,84035,1,PETROL,DL-12,Manual,SUV,5
Maruti Ritz,62031,1,PETROL,HR-26,Manual,HatchBack,10
Honda Amaze,45245,1,PETROL,HR-51,Automatic,Sedan,5
Hyundai Grand i10,28744,2,PETROL,MP-09,Manual,HatchBack,9
Honda City,76739,2,CNG,GJ-26,Manual,Sedan,12
Honda Amaze,93416,1,PETROL,DL-1C,Manual,Sedan,10
Hyundai i10,54827,2,PETROL,MH-12,Manual,HatchBack,10
Hyundai GRAND I10 NIOS,19693,1,CNG,UP-16,Manual,HatchBack,3
Hyundai Elite i20,42000,2,PETROL,WB-06,Manual,HatchBack,9
Maruti Swift,78858,1,PETROL,DL-8C,Manual,HatchBack,13
Maruti Wagon R 1.0,94581,2,PETROL,TN-04,Manual,HatchBack,11
Honda Amaze,25222,1,PETROL,TN-14,Manual,Sedan,2
Maruti Ciaz,61960,2,PETROL,MH-08,Manual,Sedan,6
Maruti Wagon R 1.0,71957,1,PETROL,MH-05,Manual,HatchBack,13
Hyundai VENUE,39413,1,PETROL,GJ-38,Automatic,SUV,5
Maruti Ciaz,24731,1,PETROL,MH-14,Automatic,Sedan,8
Maruti Swift,46509,1,PETROL,KA-03,Automatic,HatchBack,6
Hyundai Grand i10,52539,1,PETROL,MH-02,Automatic,HatchBack,7
Honda Amaze,43803,1,PETROL,MH-12,Automatic,Sedan,8
Toyota Etios,42508,1,PETROL,MH-12,Manual,Sedan,13
Maruti Swift,73889,1,PETROL,TS-07,Manual,HatchBack,10
Maruti S Cross,40687,1,PETROL,TS-02,Manual,SUV,4
